,0
0.0,0.5
0.0033333333333333335,0.4875795586585895
0.006666666666666667,0.4791071735172421
0.01,0.4742699151371595
0.013333333333333334,0.4547467003861829
0.016666666666666666,0.46643070113756185
0.02,0.4481158402487884
0.023333333333333334,0.46083758234291883
0.02666666666666667,0.45742540546747884
0.030000000000000002,0.47636496612939017
0.03333333333333333,0.4839959800587501
0.03666666666666667,0.4932473084747995
0.04,0.48784505071592793
0.043333333333333335,0.4998074759344875
0.04666666666666667,0.5075075873347714
0.05,0.5234743812131896
0.05333333333333334,0.5234256696071644
0.05666666666666667,0.5198350884692294
0.060000000000000005,0.5335727946785008
0.06333333333333334,0.5298684090966629
0.06666666666666667,0.5257829404520483
0.07,0.5086087460474427
0.07333333333333333,0.5124373388623467
0.07666666666666667,0.5097238159092374
0.08,0.5080417488817954
0.08333333333333334,0.513652642894645
0.08666666666666667,0.5101486661602884
0.09000000000000001,0.5105440327715182
0.09333333333333334,0.5097319984905978
0.09666666666666668,0.4895614439158582
0.1,0.4918068708094314
0.10333333333333335,0.4768264552757294
0.10666666666666667,0.4871197214718692
0.11,0.4789599679394468
0.11333333333333334,0.47193221608817126
0.11666666666666667,0.4557689683878835
0.12000000000000001,0.46905023530948
0.12333333333333334,0.47746671076824765
0.12666666666666668,0.4809391159671955
0.13,0.5036811244724799
0.13333333333333333,0.5057179071678248
0.1366666666666667,0.5079368771313507
0.14,0.5065411010622796
0.14333333333333334,0.512123729527934
0.14666666666666667,0.5196896747636621
0.15000000000000002,0.526458790555675
0.15333333333333335,0.5295823310988572
0.15666666666666668,0.5173112692724338
0.16,0.5238228322545087
0.16333333333333333,0.5247871778181945
0.16666666666666669,0.5207449775160448
0.17,0.5396064595142559
0.17333333333333334,0.5443479271336811
0.17666666666666667,0.5589682339601456
0.18000000000000002,0.5218313316586302
0.18333333333333335,0.5000537318496386
0.18666666666666668,0.5050436395687565
0.19,0.5067265873542869
0.19333333333333336,0.5245549133074909
0.19666666666666668,0.5259637336821813
0.2,0.5426273566825035
0.20333333333333334,0.5299837408476209
0.2066666666666667,0.5354967936803967
0.21000000000000002,0.5515608103307822
0.21333333333333335,0.5433233959980702
0.21666666666666667,0.5292388469133924
0.22,0.5377058522800795
0.22333333333333336,0.528931598562218
0.22666666666666668,0.5445803100560409
0.23,0.5438098570920923
0.23333333333333334,0.5279584651345023
0.2366666666666667,0.5163741849961064
0.24000000000000002,0.541518187615439
0.24333333333333335,0.560062019590329
0.24666666666666667,0.5876918511020559
0.25,0.5975995831320697
0.25333333333333335,0.6089560667175483
0.2566666666666667,0.637920376267021
0.26,0.6602842758470641
0.26333333333333336,0.6532608756908873
0.26666666666666666,0.6533074965239443
0.27,0.6693395187179324
0.2733333333333334,0.6661642591280021
0.27666666666666667,0.6590823527840053
0.28,0.6609344538888076
0.2833333333333333,0.6407626199103156
0.2866666666666667,0.6542187188843659
0.29000000000000004,0.648523064947912
0.29333333333333333,0.6378933544826434
0.2966666666666667,0.6182298605737596
0.30000000000000004,0.6012390471395763
0.30333333333333334,0.5804458134943405
0.3066666666666667,0.5697680593110352
0.31,0.5867442263498663
0.31333333333333335,0.5798035876985395
0.3166666666666667,0.5666586413204463
0.32,0.5727129927202368
0.32333333333333336,0.5746335549782945
0.32666666666666666,0.5579787580954744
0.33,0.5499368754377877
0.33333333333333337,0.5453971809777737
0.33666666666666667,0.5435445426657886
0.34,0.5285364186126424
0.3433333333333334,0.5148123777426354
0.3466666666666667,0.519418685730697
0.35000000000000003,0.5252771510987603
0.35333333333333333,0.5139983599780809
0.3566666666666667,0.5259429640410069
0.36000000000000004,0.537072960068433
0.36333333333333334,0.5108109698630573
0.3666666666666667,0.5131556039922792
0.37000000000000005,0.5081876972333799
0.37333333333333335,0.5067526807762689
0.3766666666666667,0.4809256597838696
0.38,0.4640145224929014
0.38333333333333336,0.4601576030565504
0.3866666666666667,0.4582455275290063
0.39,0.45452929201183606
0.39333333333333337,0.46339382638389026
0.39666666666666667,0.4643492315917416
0.4,0.45968757390560105
0.4033333333333334,0.47314017089482713
0.4066666666666667,0.479707227754053
0.41000000000000003,0.4888549594663324
0.4133333333333334,0.4970072062934415
0.4166666666666667,0.5202067995204748
0.42000000000000004,0.5281788152163751
0.42333333333333334,0.528703969287022
0.4266666666666667,0.5516257613269189
0.43000000000000005,0.5768404472726063
0.43333333333333335,0.5727459745397572
0.4366666666666667,0.5841666920454365
0.44,0.5876544702336709
0.44333333333333336,0.5851023927895449
0.4466666666666667,0.5813899335016831
0.45,0.5704012678118414
0.45333333333333337,0.5725446149664103
0.4566666666666667,0.5709987446296618
0.46,0.5566473941465887
0.4633333333333334,0.5528493579526231
0.4666666666666667,0.5483534741578062
0.47000000000000003,0.5488331584253784
0.4733333333333334,0.5529422858877023
0.4766666666666667,0.5733878830931437
0.48000000000000004,0.5831606869376826
0.48333333333333334,0.5938042298551142
0.4866666666666667,0.5944885613582632
0.49000000000000005,0.6121245596814636
0.49333333333333335,0.6150716623868526
0.4966666666666667,0.6173447709988252
0.5,0.5991088510403505
0.5033333333333334,0.5997399403358673
0.5066666666666667,0.5974750744991583
0.51,0.584030147087379
0.5133333333333334,0.6109930525430425
0.5166666666666667,0.6073612220607872
0.52,0.6114654344619301
0.5233333333333333,0.6165884565691091
0.5266666666666667,0.5907586000888096
0.53,0.5767309050720568
0.5333333333333333,0.6016765683059466
0.5366666666666667,0.5983034569884863
0.54,0.6025953578858849
0.5433333333333333,0.612919168707361
0.5466666666666667,0.6311258963598319
0.55,0.6408276050112783
0.5533333333333333,0.6481790111522947
0.5566666666666668,0.6634266771813347
0.56,0.6589028800711446
0.5633333333333334,0.6588853086907246
0.5666666666666667,0.6772814281742028
0.5700000000000001,0.6696845924452087
0.5733333333333334,0.6763128872702153
0.5766666666666667,0.6686702930727161
0.5800000000000001,0.6727287237172316
0.5833333333333334,0.6702294813140578
0.5866666666666667,0.6761403944480582
0.5900000000000001,0.644601208514789
0.5933333333333334,0.6544842120768397
0.5966666666666667,0.6459491863628993
0.6000000000000001,0.6344275629666
0.6033333333333334,0.6455595754089362
0.6066666666666667,0.6330548658814107
0.61,0.639215129463207
0.6133333333333334,0.6394956091217044
0.6166666666666667,0.618394010511111
0.62,0.6236276484926501
0.6233333333333334,0.6257245781207075
0.6266666666666667,0.6356030176730763
0.63,0.6428839653933868
0.6333333333333334,0.6418765282297402
0.6366666666666667,0.6625073567574314
0.64,0.6555408648754858
0.6433333333333334,0.6391231659186601
0.6466666666666667,0.6175919541895115
0.65,0.6175376365282225
0.6533333333333333,0.6451699415036841
0.6566666666666667,0.6386299591223784
0.66,0.6415373699846585
0.6633333333333333,0.6780169283891149
0.6666666666666667,0.6943149717779533
0.67,0.6724837158821595
0.6733333333333333,0.6657940413315122
0.6766666666666667,0.6688922296466858
0.68,0.6701402192460162
0.6833333333333333,0.6715517559926886
0.6866666666666668,0.6678177742540292
0.6900000000000001,0.6756221444669026
0.6933333333333334,0.6711664682061075
0.6966666666666667,0.6657694291209973
0.7000000000000001,0.6763160282345805
0.7033333333333334,0.6610650867100828
0.7066666666666667,0.664485772744141
0.7100000000000001,0.6609313421174807
0.7133333333333334,0.6422095012054311
0.7166666666666667,0.6313695438954936
0.7200000000000001,0.6190003680692258
0.7233333333333334,0.6299479349592022
0.7266666666666667,0.618431415645628
0.7300000000000001,0.5927487036613327
0.7333333333333334,0.5950817895124562
0.7366666666666667,0.5726752911127546
0.7400000000000001,0.5800428603120267
0.7433333333333334,0.5730070924558108
0.7466666666666667,0.5555075479597985
0.75,0.5532446823915301
0.7533333333333334,0.5475054220408201
0.7566666666666667,0.543891979890854
0.76,0.5364528368852707
0.7633333333333334,0.5127127191146307
0.7666666666666667,0.5187839938385465
0.77,0.4980983891496137
0.7733333333333334,0.5064321482249978
0.7766666666666667,0.5255276211395209
0.78,0.5253236090683566
0.7833333333333334,0.5089481269530646
0.7866666666666667,0.5184266966890771
0.79,0.5082812836085844
0.7933333333333333,0.5063939370246772
0.7966666666666667,0.5055521355307137
0.8,0.5043865129640965
0.8033333333333333,0.5051102818341571
0.8066666666666668,0.5245391866314918
0.81,0.5302381677653568
0.8133333333333334,0.5061916326713148
0.8166666666666668,0.5006795036764436
0.8200000000000001,0.49806868722555386
0.8233333333333334,0.4953619902857966
0.8266666666666668,0.49650801103606956
0.8300000000000001,0.4894954920448189
0.8333333333333334,0.505273975362726
0.8366666666666667,0.49222725714597476
0.8400000000000001,0.4645443436825531
0.8433333333333334,0.4581592159844115
0.8466666666666667,0.45612300367643455
0.8500000000000001,0.46078695221165955
0.8533333333333334,0.4594564184598743
0.8566666666666667,0.44572040333343543
0.8600000000000001,0.44911552573661956
0.8633333333333334,0.4402326133117582
0.8666666666666667,0.4212179289748063
0.8700000000000001,0.4026328665529713
0.8733333333333334,0.4350984206662669
0.8766666666666667,0.42276482783252184
0.88,0.42963290860338593
0.8833333333333334,0.4360286555854616
0.8866666666666667,0.4395555440395866
0.89,0.4316317457139839
0.8933333333333334,0.44216887679722583
0.8966666666666667,0.4272033393495473
0.9,0.43806406889051513
0.9033333333333334,0.43978002204445427
0.9066666666666667,0.43176950759290394
0.91,0.42194627309233723
0.9133333333333334,0.4143355851318151
0.9166666666666667,0.42627409338204963
0.92,0.43333877470589555
0.9233333333333333,0.4490968216501022
0.9266666666666667,0.4694553196282854
0.93,0.46205367844090134
0.9333333333333333,0.4533859582260102
0.9366666666666668,0.46669226734646896
0.9400000000000001,0.45829148861741575
0.9433333333333334,0.4781050369328665
0.9466666666666668,0.4796162876269588
0.9500000000000001,0.4722737851135515
0.9533333333333334,0.479564709022681
0.9566666666666668,0.46038715115952894
0.9600000000000001,0.4598095767890707
0.9633333333333334,0.4523403158153289
0.9666666666666667,0.4710833349192249
0.9700000000000001,0.45483369834137166
0.9733333333333334,0.4826741984616904
0.9766666666666667,0.4771043557670985
0.9800000000000001,0.5004042384148196
0.9833333333333334,0.5085646923945787
0.9866666666666667,0.4927555561016047
0.9900000000000001,0.4860076559743101
0.9933333333333334,0.47832882669775667
0.9966666666666667,0.47065327521128886
1.0,0.4610748903280173
